year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2024-07,Voykovsky,SAO,330100,363500,1375,103,12,86,16.0,18.5
2024-08,Voykovsky,SAO,324100,361300,1350,193,41,45,16.0,18.5
2024-09,Voykovsky,SAO,327400,370700,1364,139,19,85,16.0,18.5
2024-10,Voykovsky,SAO,322400,344800,1343,92,60,52,21.0,23.5
2024-11,Voykovsky,SAO,327300,360800,1364,112,33,42,21.0,23.5
2024-12,Voykovsky,SAO,327500,360200,1365,105,69,103,21.0,23.5
2025-01,Voykovsky,SAO,304600,320600,1269,84,47,31,21.0,23.5
2025-02,Voykovsky,SAO,313800,337500,1308,104,78,60,21.0,23.5
2025-03,Voykovsky,SAO,311400,351000,1298,36,20,52,21.0,23.5
2025-04,Voykovsky,SAO,316300,347900,1318,106,67,22,21.0,23.5
2025-05,Voykovsky,SAO,311700,339700,1299,199,31,49,21.0,23.5
2025-06,Voykovsky,SAO,316400,355000,1318,166,19,95,21.0,23.5
2025-07,Voykovsky,SAO,321400,355600,1339,119,15,33,17.0,19.5
2025-08,Voykovsky,SAO,330000,367900,1375,132,79,43,17.0,19.5
2025-09,Voykovsky,SAO,320000,351100,1333,52,18,35,17.0,19.5
2025-10,Voykovsky,SAO,316400,349600,1318,112,16,73,17.0,19.5
2025-11,Voykovsky,SAO,327300,349000,1364,26,50,73,17.0,19.5
2025-12,Voykovsky,SAO,319200,351500,1330,30,65,99,17.0,19.5
2026-01,Voykovsky,SAO,328000,365400,1367,33,42,90,17.0,19.5
2026-02,Voykovsky,SAO,326000,357800,1358,106,60,54,17.0,19.5
2026-03,Voykovsky,SAO,329600,368800,1373,192,20,30,17.0,19.5
2026-04,Voykovsky,SAO,325700,361800,1357,31,14,41,17.0,19.5
2020-01,Golovinsky,SAO,195500,213500,814,171,17,21,6.0,8.5
2020-02,Golovinsky,SAO,187900,205600,783,38,11,112,6.0,8.5
2020-03,Golovinsky,SAO,193300,211500,805,144,72,94,6.0,8.5
2020-04,Golovinsky,SAO,200400,225300,835,59,27,100,4.25,6.75
2020-05,Golovinsky,SAO,201500,229900,840,49,41,41,4.25,6.75
2020-06,Golovinsky,SAO,196800,213700,820,176,69,100,4.25,6.75
2020-07,Golovinsky,SAO,208300,232000,868,144,64,95,4.25,6.75
2020-08,Golovinsky,SAO,203300,216700,847,119,37,24,4.25,6.75
2020-09,Golovinsky,SAO,213700,243500,891,188,54,90,4.25,6.75
2020-10,Golovinsky,SAO,213000,230700,888,195,22,101,4.25,6.75
2020-11,Golovinsky,SAO,215800,233700,899,127,65,72,4.25,6.75
2020-12,Golovinsky,SAO,220900,245100,920,150,51,58,4.25,6.75
2021-01,Golovinsky,SAO,228100,250400,950,84,75,44,4.25,6.75
2021-02,Golovinsky,SAO,221800,235900,924,187,13,48,4.25,6.75
2021-03,Golovinsky,SAO,232400,256400,968,67,69,30,4.25,6.75
2021-04,Golovinsky,SAO,235100,255400,980,28,21,112,8.5,11.0
2021-05,Golovinsky,SAO,235700,259900,982,98,24,98,8.5,11.0
2021-06,Golovinsky,SAO,241900,272000,1008,83,75,103,8.5,11.0
2021-07,Golovinsky,SAO,235800,248200,983,130,17,86,8.5,11.0
2021-08,Golovinsky,SAO,253300,275500,1055,81,78,37,8.5,11.0
2021-09,Golovinsky,SAO,247800,275900,1033,69,19,64,8.5,11.0
2021-10,Golovinsky,SAO,257300,273400,1072,180,77,38,8.5,11.0
2021-11,Golovinsky,SAO,263000,291100,1096,76,23,28,8.5,11.0
2021-12,Golovinsky,SAO,258900,283300,1079,92,41,19,8.5,11.0
2022-01,Golovinsky,SAO,257800,276200,1074,95,66,56,20.0,22.5
2022-02,Golovinsky,SAO,270900,296600,1129,87,61,118,20.0,22.5
2022-03,Golovinsky,SAO,256500,282900,1069,49,66,118,20.0,22.5
2022-04,Golovinsky,SAO,250100,266900,1042,79,19,44,9.5,12.0
2022-05,Golovinsky,SAO,257500,282000,1073,167,62,52,9.5,12.0
2022-06,Golovinsky,SAO,271300,299100,1130,107,41,84,9.5,12.0
2022-07,Golovinsky,SAO,261000,291800,1088,110,11,78,9.5,12.0
2022-08,Golovinsky,SAO,266400,291000,1110,196,6,78,9.5,12.0
2022-09,Golovinsky,SAO,254400,279900,1060,177,30,87,9.5,12.0
2022-10,Golovinsky,SAO,269300,299500,1122,26,30,116,7.5,10.0
2022-11,Golovinsky,SAO,274200,298900,1142,64,26,40,7.5,10.0
2022-12,Golovinsky,SAO,275100,303200,1146,58,58,49,7.5,10.0
2023-01,Golovinsky,SAO,270700,297200,1128,168,10,25,7.5,10.0
2023-02,Golovinsky,SAO,277600,312500,1157,99,70,51,7.5,10.0
2023-03,Golovinsky,SAO,274300,309400,1143,72,19,115,7.5,10.0
2023-04,Golovinsky,SAO,275400,305700,1147,52,70,84,7.5,10.0
2023-05,Golovinsky,SAO,277400,312700,1156,122,41,44,7.5,10.0
2023-06,Golovinsky,SAO,289800,321200,1208,169,17,61,7.5,10.0
2023-07,Golovinsky,SAO,289000,314800,1204,131,68,113,13.0,15.5
2023-08,Golovinsky,SAO,280600,303600,1169,141,11,96,13.0,15.5
2023-09,Golovinsky,SAO,294500,324500,1227,135,20,115,13.0,15.5
2023-10,Golovinsky,SAO,292800,310000,1220,195,13,62,13.0,15.5
2023-11,Golovinsky,SAO,283400,303200,1181,192,78,79,13.0,15.5
2023-12,Golovinsky,SAO,290300,320000,1210,68,64,53,13.0,15.5
2024-01,Golovinsky,SAO,291100,322800,1213,27,79,117,16.0,18.5
2024-02,Golovinsky,SAO,293600,322600,1223,42,33,55,16.0,18.5
2024-03,Golovinsky,SAO,298400,312300,1243,23,14,23,16.0,18.5
2024-04,Golovinsky,SAO,301600,337700,1257,102,15,91,16.0,18.5
2024-05,Golovinsky,SAO,310400,339700,1293,192,53,19,16.0,18.5
2024-06,Golovinsky,SAO,287900,312900,1199,52,31,116,16.0,18.5
2024-07,Golovinsky,SAO,297600,333200,1240,120,54,75,16.0,18.5
2024-08,Golovinsky,SAO,301800,343500,1258,135,33,119,16.0,18.5
2024-09,Golovinsky,SAO,292100,336900,1217,29,55,96,16.0,18.5
2024-10,Golovinsky,SAO,292300,300300,1218,170,54,48,21.0,23.5
2024-11,Golovinsky,SAO,282700,294300,1178,42,37,62,21.0,23.5
2024-12,Golovinsky,SAO,299200,329500,1247,187,57,79,21.0,23.5
2025-01,Golovinsky,SAO,289500,323400,1206,194,71,73,21.0,23.5
2025-02,Golovinsky,SAO,300400,326400,1252,140,68,32,21.0,23.5
2025-03,Golovinsky,SAO,290100,314100,1209,76,68,76,21.0,23.5
2025-04,Golovinsky,SAO,294300,321200,1226,98,33,22,21.0,23.5
2025-05,Golovinsky,SAO,294000,328600,1225,36,14,87,21.0,23.5
2025-06,Golovinsky,SAO,286600,319000,1194,165,20,27,21.0,23.5
2025-07,Golovinsky,SAO,288700,305500,1203,175,18,33,17.0,19.5
2025-08,Golovinsky,SAO,301300,340100,1255,149,72,107,17.0,19.5
2025-09,Golovinsky,SAO,296000,330100,1233,60,67,12,17.0,19.5
2025-10,Golovinsky,SAO,290700,334200,1211,139,36,59,17.0,19.5
2025-11,Golovinsky,SAO,289300,318100,1205,140,72,42,17.0,19.5
2025-12,Golovinsky,SAO,298400,336200,1243,51,33,68,17.0,19.5
2026-01,Golovinsky,SAO,296100,318700,1234,137,49,17,17.0,19.5
2026-02,Golovinsky,SAO,296300,339200,1235,59,40,56,17.0,19.5
2026-03,Golovinsky,SAO,294500,330300,1227,185,78,96,17.0,19.5
2026-04,Golovinsky,SAO,298400,328700,1243,138,76,51,17.0,19.5
2020-01,Dmitrovsky,SAO,178000,193800,741,133,31,38,6.0,8.5
2020-02,Dmitrovsky,SAO,177300,201100,739,65,11,67,6.0,8.5
2020-03,Dmitrovsky,SAO,184600,203300,769,127,13,29,6.0,8.5
2020-04,Dmitrovsky,SAO,182800,198400,762,63,13,89,4.25,6.75
2020-05,Dmitrovsky,SAO,176000,199600,733,36,69,11,4.25,6.75
2020-06,Dmitrovsky,SAO,192500,213300,802,126,57,42,4.25,6.75
2020-07,Dmitrovsky,SAO,192700,204500,803,146,60,89,4.25,6.75
2020-08,Dmitrovsky,SAO,183100,203500,763,121,19,39,4.25,6.75
2020-09,Dmitrovsky,SAO,194400,204600,810,108,72,41,4.25,6.75
2020-10,Dmitrovsky,SAO,187700,209300,782,152,43,78,4.25,6.75
2020-11,Dmitrovsky,SAO,196800,211200,820,141,53,69,4.25,6.75
2020-12,Dmitrovsky,SAO,199700,217200,832,177,22,36,4.25,6.75
2021-01,Dmitrovsky,SAO,202700,232600,845,183,60,16,4.25,6.75
2021-02,Dmitrovsky,SAO,210400,224000,877,83,17,61,4.25,6.75
2021-03,Dmitrovsky,SAO,211900,237400,883,46,12,22,4.25,6.75
2021-04,Dmitrovsky,SAO,215100,234000,896,36,7,31,8.5,11.0
2021-05,Dmitrovsky,SAO,207100,231500,863,111,18,76,8.5,11.0
2021-06,Dmitrovsky,SAO,221200,245800,922,141,75,43,8.5,11.0
2021-07,Dmitrovsky,SAO,216500,238000,902,88,9,108,8.5,11.0
2021-08,Dmitrovsky,SAO,227100,255400,946,100,51,53,8.5,11.0
2021-09,Dmitrovsky,SAO,224200,245900,934,44,69,84,8.5,11.0
2021-10,Dmitrovsky,SAO,232900,260500,970,52,9,74,8.5,11.0
2021-11,Dmitrovsky,SAO,234500,255900,977,155,16,27,8.5,11.0
2021-12,Dmitrovsky,SAO,230000,271900,958,130,18,57,8.5,11.0
2022-01,Dmitrovsky,SAO,237500,261900,990,157,19,65,20.0,22.5
2022-02,Dmitrovsky,SAO,236300,260700,985,40,62,15,20.0,22.5
2022-03,Dmitrovsky,SAO,227600,248500,948,183,52,16,20.0,22.5
2022-04,Dmitrovsky,SAO,226500,242800,944,136,74,58,9.5,12.0
2022-05,Dmitrovsky,SAO,214200,237600,893,152,61,55,9.5,12.0
2022-06,Dmitrovsky,SAO,228300,251200,951,181,37,85,9.5,12.0
2022-07,Dmitrovsky,SAO,228400,259300,951,183,16,51,9.5,12.0
2022-08,Dmitrovsky,SAO,243700,271100,1015,64,59,32,9.5,12.0
2022-09,Dmitrovsky,SAO,241800,265300,1008,89,74,46,9.5,12.0
2022-10,Dmitrovsky,SAO,228900,263900,954,102,38,25,7.5,10.0
2022-11,Dmitrovsky,SAO,245700,268400,1024,21,74,53,7.5,10.0
2022-12,Dmitrovsky,SAO,247000,272700,1029,128,34,39,7.5,10.0
2023-01,Dmitrovsky,SAO,249400,270600,1039,61,44,41,7.5,10.0
2023-02,Dmitrovsky,SAO,249300,273000,1039,79,65,117,7.5,10.0
2023-03,Dmitrovsky,SAO,258900,293600,1079,155,25,91,7.5,10.0
2023-04,Dmitrovsky,SAO,257900,280700,1075,43,61,20,7.5,10.0
2023-05,Dmitrovsky,SAO,255100,270500,1063,111,8,70,7.5,10.0
2023-06,Dmitrovsky,SAO,259000,268700,1079,125,55,44,7.5,10.0
2023-07,Dmitrovsky,SAO,248300,274000,1035,138,42,87,13.0,15.5
2023-08,Dmitrovsky,SAO,263500,282700,1098,89,27,100,13.0,15.5
2023-09,Dmitrovsky,SAO,271800,296100,1133,112,15,105,13.0,15.5
2023-10,Dmitrovsky,SAO,263200,283400,1097,177,23,18,13.0,15.5
2023-11,Dmitrovsky,SAO,257400,291500,1073,156,22,112,13.0,15.5
2023-12,Dmitrovsky,SAO,267600,294700,1115,24,48,10,13.0,15.5
2024-01,Dmitrovsky,SAO,250100,291000,1042,57,56,41,16.0,18.5
2024-02,Dmitrovsky,SAO,261400,283900,1089,167,22,67,16.0,18.5
2024-03,Dmitrovsky,SAO,261400,285000,1089,59,48,23,16.0,18.5
2024-04,Dmitrovsky,SAO,268900,290400,1120,135,74,108,16.0,18.5
2024-05,Dmitrovsky,SAO,274300,305200,1143,116,14,15,16.0,18.5
2024-06,Dmitrovsky,SAO,262900,289000,1095,152,39,80,16.0,18.5
2024-07,Dmitrovsky,SAO,279400,309200,1164,153,26,78,16.0,18.5
2024-08,Dmitrovsky,SAO,270000,303800,1125,41,51,101,16.0,18.5
2024-09,Dmitrovsky,SAO,274900,284000,1145,38,33,37,16.0,18.5
2024-10,Dmitrovsky,SAO,261300,302500,1089,159,50,62,21.0,23.5
2024-11,Dmitrovsky,SAO,271200,299500,1130,120,49,35,21.0,23.5
2024-12,Dmitrovsky,SAO,265900,278400,1108,56,18,95,21.0,23.5
2025-01,Dmitrovsky,SAO,256400,274500,1068,121,13,52,21.0,23.5
2025-02,Dmitrovsky,SAO,268900,295700,1120,29,40,116,21.0,23.5
2025-03,Dmitrovsky,SAO,264500,291700,1102,195,64,25,21.0,23.5
2025-04,Dmitrovsky,SAO,254800,281800,1062,115,14,50,21.0,23.5
2025-05,Dmitrovsky,SAO,259700,284600,1082,35,53,33,21.0,23.5
2025-06,Dmitrovsky,SAO,263800,288600,1099,47,23,30,21.0,23.5
2025-07,Dmitrovsky,SAO,259200,294600,1080,63,29,110,17.0,19.5
2025-08,Dmitrovsky,SAO,268100,282900,1117,154,49,25,17.0,19.5
2025-09,Dmitrovsky,SAO,271500,299300,1131,21,34,103,17.0,19.5
2025-10,Dmitrovsky,SAO,261200,283900,1089,55,9,98,17.0,19.5
2025-11,Dmitrovsky,SAO,255100,295500,1063,56,35,84,17.0,19.5
2025-12,Dmitrovsky,SAO,264700,295300,1103,114,36,113,17.0,19.5
2026-01,Dmitrovsky,SAO,264100,289200,1100,88,17,61,17.0,19.5
2026-02,Dmitrovsky,SAO,270800,297600,1128,85,50,40,17.0,19.5
2026-03,Dmitrovsky,SAO,272500,296300,1136,185,40,41,17.0,19.5
2026-04,Dmitrovsky,SAO,278500,311800,1161,138,41,104,17.0,19.5
2020-01,Zapadnoye Degunino,SAO,187500,204300,781,192,43,61,6.0,8.5
2020-02,Zapadnoye Degunino,SAO,180700,200000,753,126,77,90,6.0,8.5
2020-03,Zapadnoye Degunino,SAO,181800,205600,758,46,18,38,6.0,8.5
2020-04,Zapadnoye Degunino,SAO,182400,199200,760,89,64,49,4.25,6.75
2020-05,Zapadnoye Degunino,SAO,184700,209600,770,126,48,44,4.25,6.75
2020-06,Zapadnoye Degunino,SAO,188500,204000,785,47,23,48,4.25,6.75
2020-07,Zapadnoye Degunino,SAO,196800,221200,820,108,62,45,4.25,6.75
2020-08,Zapadnoye Degunino,SAO,192200,203600,801,198,34,94,4.25,6.75
2020-09,Zapadnoye Degunino,SAO,202300,221800,843,26,21,90,4.25,6.75
2020-10,Zapadnoye Degunino,SAO,206800,217200,862,115,6,117,4.25,6.75
2020-11,Zapadnoye Degunino,SAO,199400,221200,831,190,69,34,4.25,6.75
2020-12,Zapadnoye Degunino,SAO,200100,214200,834,119,11,12,4.25,6.75
2021-01,Zapadnoye Degunino,SAO,221000,253900,921,94,52,80,4.25,6.75
2021-02,Zapadnoye Degunino,SAO,214100,231800,892,138,70,89,4.25,6.75
2021-03,Zapadnoye Degunino,SAO,215500,237500,898,176,13,96,4.25,6.75
2021-04,Zapadnoye Degunino,SAO,216300,246900,901,169,11,84,8.5,11.0
2021-05,Zapadnoye Degunino,SAO,226200,255800,942,152,71,103,8.5,11.0
2021-06,Zapadnoye Degunino,SAO,227000,247600,946,23,27,37,8.5,11.0
2021-07,Zapadnoye Degunino,SAO,229300,263000,955,173,33,106,8.5,11.0
2021-08,Zapadnoye Degunino,SAO,226400,256200,943,102,40,51,8.5,11.0
2021-09,Zapadnoye Degunino,SAO,232400,244300,969,72,31,110,8.5,11.0
2021-10,Zapadnoye Degunino,SAO,227800,250400,949,98,57,12,8.5,11.0
2021-11,Zapadnoye Degunino,SAO,234400,251500,977,175,37,61,8.5,11.0
2021-12,Zapadnoye Degunino,SAO,233700,253900,974,72,28,65,8.5,11.0
2022-01,Zapadnoye Degunino,SAO,254000,273800,1059,145,78,25,20.0,22.5
2022-02,Zapadnoye Degunino,SAO,247000,264000,1029,151,19,62,20.0,22.5
2022-03,Zapadnoye Degunino,SAO,229900,259000,958,34,29,114,20.0,22.5
2022-04,Zapadnoye Degunino,SAO,233900,251100,975,111,8,46,9.5,12.0
2022-05,Zapadnoye Degunino,SAO,239600,265900,998,59,25,104,9.5,12.0
2022-06,Zapadnoye Degunino,SAO,241100,259600,1005,120,74,101,9.5,12.0
2022-07,Zapadnoye Degunino,SAO,235900,272000,983,143,19,104,9.5,12.0
2022-08,Zapadnoye Degunino,SAO,241200,269500,1005,122,29,71,9.5,12.0
2022-09,Zapadnoye Degunino,SAO,245200,279300,1022,85,70,17,9.5,12.0
2022-10,Zapadnoye Degunino,SAO,242100,260400,1009,24,66,77,7.5,10.0
2022-11,Zapadnoye Degunino,SAO,245100,266100,1021,41,55,80,7.5,10.0
2022-12,Zapadnoye Degunino,SAO,254200,279600,1059,117,55,109,7.5,10.0
2023-01,Zapadnoye Degunino,SAO,260200,279900,1084,64,75,49,7.5,10.0
2023-02,Zapadnoye Degunino,SAO,257700,283300,1074,76,44,56,7.5,10.0
2023-03,Zapadnoye Degunino,SAO,262500,292800,1094,138,30,92,7.5,10.0
2023-04,Zapadnoye Degunino,SAO,254600,277100,1061,107,57,40,7.5,10.0
2023-05,Zapadnoye Degunino,SAO,264900,289700,1104,199,32,81,7.5,10.0
2023-06,Zapadnoye Degunino,SAO,269300,291400,1122,64,49,94,7.5,10.0
2023-07,Zapadnoye Degunino,SAO,266400,292500,1110,132,39,41,13.0,15.5
2023-08,Zapadnoye Degunino,SAO,266100,299200,1109,143,48,112,13.0,15.5
2023-09,Zapadnoye Degunino,SAO,268500,288700,1119,177,52,98,13.0,15.5
2023-10,Zapadnoye Degunino,SAO,279400,302400,1164,109,28,47,13.0,15.5
2023-11,Zapadnoye Degunino,SAO,268900,291300,1121,81,5,97,13.0,15.5
2023-12,Zapadnoye Degunino,SAO,268800,288200,1120,132,10,17,13.0,15.5
2024-01,Zapadnoye Degunino,SAO,278400,306600,1160,117,55,105,16.0,18.5
2024-02,Zapadnoye Degunino,SAO,289000,328500,1204,122,27,88,16.0,18.5
2024-03,Zapadnoye Degunino,SAO,291600,312300,1215,89,24,69,16.0,18.5
2024-04,Zapadnoye Degunino,SAO,275700,297400,1149,114,67,73,16.0,18.5
2024-05,Zapadnoye Degunino,SAO,285300,317800,1189,81,52,103,16.0,18.5
2024-06,Zapadnoye Degunino,SAO,273200,289600,1138,72,42,94,16.0,18.5
2024-07,Zapadnoye Degunino,SAO,278500,297100,1160,26,64,18,16.0,18.5
2024-08,Zapadnoye Degunino,SAO,284700,317200,1186,115,44,76,16.0,18.5
2024-09,Zapadnoye Degunino,SAO,278900,295500,1162,104,32,49,16.0,18.5
2024-10,Zapadnoye Degunino,SAO,283000,317900,1179,180,58,112,21.0,23.5
2024-11,Zapadnoye Degunino,SAO,260200,296000,1084,152,49,59,21.0,23.5
2024-12,Zapadnoye Degunino,SAO,268500,299200,1119,112,53,43,21.0,23.5
2025-01,Zapadnoye Degunino,SAO,276800,301000,1153,41,65,82,21.0,23.5
2025-02,Zapadnoye Degunino,SAO,272000,309900,1133,22,79,107,21.0,23.5
2025-03,Zapadnoye Degunino,SAO,267900,303700,1116,24,14,21,21.0,23.5
2025-04,Zapadnoye Degunino,SAO,272000,300900,1133,102,32,85,21.0,23.5
2025-05,Zapadnoye Degunino,SAO,270300,296300,1126,36,35,21,21.0,23.5
2025-06,Zapadnoye Degunino,SAO,273500,300900,1140,198,56,48,21.0,23.5
2025-07,Zapadnoye Degunino,SAO,262100,282900,1092,138,36,59,17.0,19.5
2025-08,Zapadnoye Degunino,SAO,274400,294900,1143,176,71,33,17.0,19.5
2025-09,Zapadnoye Degunino,SAO,272500,291100,1135,165,52,101,17.0,19.5
2025-10,Zapadnoye Degunino,SAO,279100,306000,1163,22,37,84,17.0,19.5
2025-11,Zapadnoye Degunino,SAO,277400,308000,1156,51,46,95,17.0,19.5
2025-12,Zapadnoye Degunino,SAO,274700,298300,1144,168,44,98,17.0,19.5
2026-01,Zapadnoye Degunino,SAO,268600,281800,1119,156,54,100,17.0,19.5
2026-02,Zapadnoye Degunino,SAO,273700,293900,1140,195,10,97,17.0,19.5
2026-03,Zapadnoye Degunino,SAO,270800,306300,1128,87,7,113,17.0,19.5
2026-04,Zapadnoye Degunino,SAO,278400,297100,1160,115,28,53,17.0,19.5
2020-01,Koptevo,SAO,192900,213600,804,115,15,23,6.0,8.5
2020-02,Koptevo,SAO,191000,212000,796,171,76,48,6.0,8.5
2020-03,Koptevo,SAO,205400,224800,856,163,47,90,6.0,8.5
2020-04,Koptevo,SAO,210600,226900,877,176,54,119,4.25,6.75
2020-05,Koptevo,SAO,209900,231700,874,160,15,13,4.25,6.75
2020-06,Koptevo,SAO,216900,232400,904,165,74,80,4.25,6.75
2020-07,Koptevo,SAO,210200,233400,876,125,71,85,4.25,6.75
2020-08,Koptevo,SAO,224400,240300,935,165,7,40,4.25,6.75
2020-09,Koptevo,SAO,226000,248800,942,65,60,103,4.25,6.75
2020-10,Koptevo,SAO,217600,248000,907,115,54,22,4.25,6.75
2020-11,Koptevo,SAO,231600,253400,965,123,43,87,4.25,6.75
2020-12,Koptevo,SAO,228700,247300,953,54,33,106,4.25,6.75
2021-01,Koptevo,SAO,237800,268000,991,169,47,26,4.25,6.75
2021-02,Koptevo,SAO,239900,268900,1000,32,25,105,4.25,6.75
2021-03,Koptevo,SAO,229700,250000,957,166,67,36,4.25,6.75
2021-04,Koptevo,SAO,239100,256700,996,178,22,41,8.5,11.0
2021-05,Koptevo,SAO,250200,274200,1043,109,57,86,8.5,11.0
2021-06,Koptevo,SAO,246600,272400,1027,49,15,20,8.5,11.0
2021-07,Koptevo,SAO,251600,278000,1048,161,63,73,8.5,11.0
2021-08,Koptevo,SAO,260500,298300,1085,102,64,53,8.5,11.0
2021-09,Koptevo,SAO,255600,293600,1065,40,56,107,8.5,11.0
2021-10,Koptevo,SAO,271300,298000,1130,29,72,53,8.5,11.0
2021-11,Koptevo,SAO,270200,306000,1126,27,10,44,8.5,11.0
2021-12,Koptevo,SAO,273000,292700,1138,106,66,16,8.5,11.0
2022-01,Koptevo,SAO,270200,307300,1126,165,54,96,20.0,22.5
2022-02,Koptevo,SAO,263300,286400,1097,136,18,76,20.0,22.5
2022-03,Koptevo,SAO,250500,268000,1044,69,39,11,20.0,22.5
2022-04,Koptevo,SAO,256600,282600,1069,194,41,115,9.5,12.0
2022-05,Koptevo,SAO,273400,306500,1139,187,46,104,9.5,12.0
2022-06,Koptevo,SAO,267000,290900,1112,193,58,100,9.5,12.0
2022-07,Koptevo,SAO,273300,311500,1139,84,56,30,9.5,12.0
2022-08,Koptevo,SAO,261000,291400,1087,172,79,106,9.5,12.0
2022-09,Koptevo,SAO,262400,297300,1093,123,27,62,9.5,12.0
2022-10,Koptevo,SAO,259200,277600,1080,145,11,93,7.5,10.0
2022-11,Koptevo,SAO,282300,310200,1176,136,20,40,7.5,10.0
2022-12,Koptevo,SAO,268600,284800,1119,106,45,33,7.5,10.0
2023-01,Koptevo,SAO,271200,295900,1130,175,66,75,7.5,10.0
2023-02,Koptevo,SAO,283900,312900,1183,50,18,36,7.5,10.0
2023-03,Koptevo,SAO,278700,318800,1161,99,23,56,7.5,10.0
2023-04,Koptevo,SAO,295900,324500,1233,81,34,81,7.5,10.0
2023-05,Koptevo,SAO,291300,320100,1214,80,60,50,7.5,10.0
2023-06,Koptevo,SAO,289400,313200,1206,93,44,55,7.5,10.0
2023-07,Koptevo,SAO,297500,329500,1240,81,29,21,13.0,15.5
2023-08,Koptevo,SAO,303300,341800,1264,90,62,102,13.0,15.5
2023-09,Koptevo,SAO,293200,322700,1221,117,31,36,13.0,15.5
2023-10,Koptevo,SAO,309300,344200,1289,58,8,18,13.0,15.5
2023-11,Koptevo,SAO,298200,329500,1242,20,10,106,13.0,15.5
2023-12,Koptevo,SAO,306300,339000,1276,184,57,62,13.0,15.5
2024-01,Koptevo,SAO,309200,354600,1288,51,58,64,16.0,18.5
2024-02,Koptevo,SAO,301900,336500,1258,138,19,98,16.0,18.5
2024-03,Koptevo,SAO,302300,316600,1259,157,30,43,16.0,18.5
2024-04,Koptevo,SAO,313900,354300,1308,191,61,114,16.0,18.5
2024-05,Koptevo,SAO,292200,314900,1217,75,70,44,16.0,18.5
2024-06,Koptevo,SAO,301700,341500,1257,33,26,96,16.0,18.5
2024-07,Koptevo,SAO,325300,338600,1356,179,29,26,16.0,18.5
2024-08,Koptevo,SAO,301700,311900,1257,94,45,104,16.0,18.5
2024-09,Koptevo,SAO,305800,338400,1274,78,71,93,16.0,18.5
2024-10,Koptevo,SAO,298800,330500,1245,40,12,33,21.0,23.5
2024-11,Koptevo,SAO,293500,318700,1223,71,45,107,21.0,23.5
2024-12,Koptevo,SAO,308800,353400,1287,140,14,90,21.0,23.5
2025-01,Koptevo,SAO,294800,326500,1228,168,51,83,21.0,23.5
2025-02,Koptevo,SAO,293900,329300,1224,75,78,94,21.0,23.5
2025-03,Koptevo,SAO,290700,322200,1211,178,61,71,21.0,23.5
2025-04,Koptevo,SAO,304100,328300,1267,68,78,12,21.0,23.5
2025-05,Koptevo,SAO,302600,323100,1261,64,8,71,21.0,23.5
2025-06,Koptevo,SAO,310000,344400,1292,147,12,99,21.0,23.5
2025-07,Koptevo,SAO,303200,352000,1263,80,23,24,17.0,19.5
2025-08,Koptevo,SAO,302700,327600,1261,41,54,85,17.0,19.5
2025-09,Koptevo,SAO,307600,337000,1282,84,17,48,17.0,19.5
2025-10,Koptevo,SAO,298900,317400,1246,83,43,112,17.0,19.5
2025-11,Koptevo,SAO,290500,307300,1211,169,5,36,17.0,19.5
2025-12,Koptevo,SAO,304600,333700,1269,162,51,54,17.0,19.5
2026-01,Koptevo,SAO,305800,341000,1274,129,9,25,17.0,19.5
2026-02,Koptevo,SAO,302300,331300,1260,173,49,76,17.0,19.5
2026-03,Koptevo,SAO,308400,350400,1285,144,42,23,17.0,19.5
2026-04,Koptevo,SAO,305000,332600,1271,190,77,96,17.0,19.5
2020-01,Levoberezhny,SAO,180300,199500,751,176,76,23,6.0,8.5
2020-02,Levoberezhny,SAO,191600,199800,799,92,38,99,6.0,8.5
2020-03,Levoberezhny,SAO,206500,226000,860,96,25,18,6.0,8.5
2020-04,Levoberezhny,SAO,196900,211200,820,157,42,16,4.25,6.75
2020-05,Levoberezhny,SAO,200800,219300,837,38,65,88,4.25,6.75
2020-06,Levoberezhny,SAO,203900,230600,850,151,42,46,4.25,6.75
2020-07,Levoberezhny,SAO,207500,220100,864,188,39,67,4.25,6.75
2020-08,Levoberezhny,SAO,210300,218100,876,121,31,49,4.25,6.75
2020-09,Levoberezhny,SAO,208800,227300,870,25,27,94,4.25,6.75
2020-10,Levoberezhny,SAO,222300,239900,926,22,11,113,4.25,6.75
2020-11,Levoberezhny,SAO,222300,251300,926,110,37,29,4.25,6.75
2020-12,Levoberezhny,SAO,219200,243400,914,169,22,76,4.25,6.75
2021-01,Levoberezhny,SAO,220300,248400,918,118,6,90,4.25,6.75
2021-02,Levoberezhny,SAO,229300,255300,956,29,24,10,4.25,6.75
2021-03,Levoberezhny,SAO,239400,260800,997,110,78,118,4.25,6.75
2021-04,Levoberezhny,SAO,246500,261700,1027,36,31,110,8.5,11.0
2021-05,Levoberezhny,SAO,249800,265900,1041,88,52,111,8.5,11.0
2021-06,Levoberezhny,SAO,245800,268100,1024,28,28,95,8.5,11.0
2021-07,Levoberezhny,SAO,243700,264900,1016,120,42,100,8.5,11.0
2021-08,Levoberezhny,SAO,244500,267800,1019,119,37,70,8.5,11.0
