YEAR_MONTH,DISTRICT,OKRUG,SECONDARY_PRICE_PER_SQM,RENTAL_PRICE_PER_SQM_MONTHLY,AVG_MORTGAGE_RATE_PCT
2021-06,Ramenki,ZAO,399800,1666,11
2021-06,Meshchansky,CAO,476200,1984,11
2021-06,Altufyevsky,SVAO,221400,922,11
2021-06,Tsaritsyno,YuAO,228500,952,11
2021-06,Beskudnikovsky,SAO,229200,955,11
2021-06,Brateyevo,YuAO,203300,847,11
2021-06,Klyonovskoye,TAO,88500,369,11
2021-06,Lomonosovsky,YuZAO,395900,1649,11
2021-06,Sokolniki,VAO,277000,1154,11
2021-06,Novofyodorovskoye,TAO,92200,384,11
2021-06,Timiryazevsky,SAO,282300,1176,11
2021-06,Yaroslavsky,SVAO,234300,976,11
2021-06,Kotlovka,YuZAO,330200,1376,11
2021-06,Kuntsevo,ZAO,340900,1421,11
2021-06,Khamovniki,CAO,646000,2692,11
2021-06,Butyrsky,SVAO,268500,1119,11
2021-06,Vnukovskoye,NAO,185200,772,11
2021-06,Ostankinsky,SVAO,292800,1220,11
2021-06,Arbat,CAO,605100,2521,11
2021-06,Sokolinaya Gora,VAO,241400,1006,11
2021-06,Zyablikovo,YuAO,211600,881,11
2021-06,Moskvorechye-Saburovo,YuAO,226100,942,11
2021-06,Nagatino-Sadovniki,YuAO,251700,1049,11
2021-06,Nagorny,YuAO,271500,1131,11
2021-06,Bogorodskoye,VAO,239200,997,11
2021-06,Izmaylovo,VAO,257400,1072,11
2021-06,Akademichesky,YuZAO,345300,1439,11
2021-06,Zelenograd,ZelAO,154500,644,11
2021-06,Dmitrovsky,SAO,221200,922,11
2021-06,Khoroshyovsky,SAO,339100,1413,11
2021-06,Tagansky,CAO,460200,1918,11
2021-06,Severny,SVAO,207600,865,11
2021-06,Pokrovskoye-Streshnevo,SZAO,295600,1232,11
2021-06,Metrogorodok,VAO,216400,902,11
2021-06,Novo-Peredelkino,ZAO,251700,1049,11
2021-06,Chertanovo Tsentralnoye,YuAO,224700,936,11
2021-06,Severnoye Butovo,YuZAO,255800,1066,11
2021-06,Biryulyovo Vostochnoye,YuAO,192200,801,11
2021-06,Yuzhnoye Tushino,SZAO,282000,1175,11
2021-06,Pervomayskoye,TAO,98800,412,11
2021-06,Khovrino,SAO,235400,981,11
2021-06,Yuzhnoye Medvedkovo,SVAO,237200,988,11
2021-06,Zamoskvorechye,CAO,519800,2166,11
2021-06,Tverskoy,CAO,592300,2468,11
2021-06,Kurkino,SZAO,318100,1325,11
2021-06,Mozhaysky,ZAO,308000,1283,11
2021-06,Chertanovo Yuzhnoye,YuAO,204600,853,11
2021-07,Fili-Davydkovo,ZAO,362300,1510,11
2021-07,Kotlovka,YuZAO,334300,1393,11
2021-07,Ivanovskoye,VAO,228700,953,11
2021-07,Novogireyevo,VAO,246900,1029,11
2021-07,Tyoply Stan,YuZAO,271400,1131,11
2021-07,Nagatino-Sadovniki,YuAO,259900,1083,11
2021-07,Izmaylovo,VAO,258900,1079,11
2021-07,Maryina Roshcha,SVAO,305400,1273,11
2021-07,Lomonosovsky,YuZAO,406500,1694,11
2021-07,Metrogorodok,VAO,212600,886,11
2021-07,Severnoye Butovo,YuZAO,276700,1153,11
2021-07,Kosino-Ukhtomsky,VAO,211900,883,11
2021-07,Obruchevsky,YuZAO,328200,1368,11
2021-07,Krylatskoye,SZAO,385500,1606,11
2021-07,Chertanovo Severnoye,YuAO,235600,982,11
2021-07,Chertanovo Yuzhnoye,YuAO,205400,856,11
2021-07,Sokolniki,VAO,282700,1178,11
2021-07,Mozhaysky,ZAO,292800,1220,11
2021-07,Yuzhnoye Medvedkovo,SVAO,239100,996,11
2021-07,Biryulyovo Vostochnoye,YuAO,210100,875,11
2021-07,Chertanovo Tsentralnoye,YuAO,221000,921,11
2021-07,Novo-Peredelkino,ZAO,258900,1079,11
2021-07,Severny,SVAO,201500,839,11
2021-07,Ostankinsky,SVAO,294100,1225,11
2021-07,Troparyovo-Nikulino,ZAO,362600,1511,11
2021-07,Ochakovo-Matveyevskoye,ZAO,292000,1217,11
2021-07,Severnoye Medvedkovo,SVAO,237100,988,11
2021-07,Biryulyovo Zapadnoye,YuAO,202200,842,11
2021-07,Yaroslavsky,SVAO,225100,938,11
2021-07,Orekhovo-Borisovo Severnoye,YuAO,216300,901,11
2021-07,Donskoy,YuAO,314200,1309,11
2021-07,Prospekt Vernadskogo,ZAO,420900,1754,11
2021-07,Sviblovo,SVAO,239300,997,11
2021-07,Brateyevo,YuAO,215400,897,11
2021-07,Tsaritsyno,YuAO,216000,900,11
2021-07,Ramenki,ZAO,415200,1730,11
2021-07,Rostokino,SVAO,242700,1011,11
2021-07,Danilovsky,YuAO,300700,1253,11
2021-07,Orekhovo-Borisovo Yuzhnoye,YuAO,211200,880,11
2021-07,Solntsevo,ZAO,273400,1139,11
2021-07,Otradnoye,SVAO,244700,1020,11
2021-07,Vostochnoye Izmaylovo,VAO,246600,1027,11
2021-07,Moskvorechye-Saburovo,YuAO,235900,983,11
2021-07,Cheryomushki,YuZAO,322500,1344,11
2021-07,Golyanovo,VAO,212200,884,11
2021-07,Marfino,SVAO,247500,1031,11
2021-07,Novokosino,VAO,222200,926,11
2021-07,Konkovo,YuZAO,301300,1255,11
2021-07,Perovo,VAO,238300,993,11
2021-07,Yuzhnoye Butovo,YuZAO,258700,1078,11
2021-07,Vostochny,VAO,199000,829,11
2021-07,Zyuzino,YuZAO,309200,1288,11
2021-07,Yasenevo,YuZAO,296600,1236,11
2021-07,Preobrazhenskoye,VAO,265800,1108,11
2021-07,Nagatinsky Zaton,YuAO,267300,1114,11
2021-07,Vnukovo,ZAO,251100,1046,11
2021-07,Gagarinsky,YuZAO,400000,1667,11
2021-07,Veshnyaki,VAO,217600,907,11
2021-07,Severnoye Izmaylovo,VAO,251400,1047,11
2021-07,Dorogomilovo,ZAO,491600,2048,11
2021-07,Filyovsky Park,ZAO,381200,1588,11
2021-07,Akademichesky,YuZAO,359100,1496,11
2021-07,Bogorodskoye,VAO,233300,972,11
2021-07,Nagorny,YuAO,267900,1116,11
2021-07,Zyablikovo,YuAO,221500,923,11
2021-07,Sokolinaya Gora,VAO,235700,982,11
2021-07,Kuntsevo,ZAO,327900,1366,11
2021-07,Mosrentgen,NAO,186900,779,11
2021-07,Dmitrovsky,SAO,216500,902,11
2021-07,Filimonkovskoye,NAO,149500,623,11
2021-07,Butyrsky,SVAO,279900,1166,11
2021-07,Levoberezhny,SAO,243700,1016,11
2021-07,Kurkino,SZAO,318700,1328,11
2021-07,Moskovsky,NAO,194400,810,11
2021-07,Golovinsky,SAO,235800,983,11
2021-07,Ryazanovskoye,NAO,151400,631,11
2021-07,Kokoshkino,NAO,147200,613,11
2021-07,Yuzhnoye Tushino,SZAO,276400,1152,11
2021-07,Savyolovsky,SAO,326500,1360,11
2021-07,Krasnopakhorskoye,TAO,112800,470,11
2021-07,Alekseevsky,SVAO,290500,1211,11
2021-07,Zamoskvorechye,CAO,537900,2241,11
2021-07,Rogovskoye,TAO,90200,376,11
2021-07,Shchapovskoye,TAO,98500,410,11
2021-07,Tagansky,CAO,465800,1941,11
2021-07,Beskudnikovsky,SAO,228900,954,11
2021-07,Pokrovskoye-Streshnevo,SZAO,297800,1241,11
2021-07,Lianozovo,SVAO,228700,953,11
2021-07,Khoroshyovsky,SAO,341300,1422,11
2021-07,Shchukino,SZAO,322600,1344,11
2021-07,Mikhaylovo-Yartsevskoye,TAO,99600,415,11
2021-07,Yakimanka,CAO,607900,2533,11
2021-07,Khovrino,SAO,229200,955,11
2021-07,Severnoye Tushino,SZAO,271700,1132,11
2021-07,Zapadnoye Degunino,SAO,229300,955,11
2021-07,Molzhaninovsky,SAO,191900,800,11
2021-07,Koptevo,SAO,251600,1048,11
2021-07,Voskresenskoye,NAO,177100,738,11
2021-07,Marushkinskoye,NAO,137200,572,11
2021-07,Bibirevo,SVAO,233000,971,11
2021-07,Novofyodorovskoye,TAO,96800,403,11
2021-07,Shcherbinka,NAO,161400,672,11
2021-07,Begovoy,SAO,335800,1399,11
2021-07,Sokol,SAO,329900,1374,11
2021-07,Timiryazevsky,SAO,277800,1157,11
2021-07,Presnensky,CAO,561400,2339,11
2021-07,Altufyevsky,SVAO,230900,962,11
2021-07,Sosenskoye,NAO,196100,817,11
2021-07,Troitsk,TAO,131600,548,11
2021-07,Aeroport,SAO,291600,1215,11
2021-07,Pervomayskoye,TAO,103000,429,11
2021-07,Khamovniki,CAO,632800,2637,11
2021-07,Tverskoy,CAO,618000,2575,11
2021-07,Strogino,SZAO,333700,1391,11
2021-07,Khoroshyovo-Mnyovniki,SZAO,322800,1345,11
2021-07,Voykovsky,SAO,262200,1092,11
2021-07,Babushkinsky,SVAO,247400,1031,11
2021-07,Arbat,CAO,617200,2572,11
2021-07,Losinoostrovsky,SVAO,244700,1020,11
2021-07,Meshchansky,CAO,484900,2020,11
2021-07,Basmanny,CAO,490000,2042,11
2021-07,Mitino,SZAO,272900,1137,11
2021-07,Klyonovskoye,TAO,90200,376,11
2021-07,Krasnoselsky,CAO,423700,1765,11
2021-07,Desyonovskoye,NAO,172800,720,11
2021-07,Voronovskoye,TAO,96400,402,11
2021-07,Vnukovskoye,NAO,183100,763,11
2021-07,Zelenograd,ZelAO,153400,639,11
2021-07,Kievsky,TAO,92900,387,11
2021-08,Zyablikovo,YuAO,215700,899,11
2021-08,Chertanovo Severnoye,YuAO,233400,973,11
2021-08,Yuzhnoye Tushino,SZAO,294400,1226,11
2021-08,Novo-Peredelkino,ZAO,257800,1074,11
2021-08,Lomonosovsky,YuZAO,409000,1704,11
2021-08,Zapadnoye Degunino,SAO,226400,943,11
2021-08,Yuzhnoye Butovo,YuZAO,259300,1080,11
2021-08,Basmanny,CAO,500700,2086,11
2021-08,Rogovskoye,TAO,88900,370,11
2021-08,Nagorny,YuAO,259200,1080,11
2021-08,Yaroslavsky,SVAO,219500,915,11
2021-08,Timiryazevsky,SAO,287800,1199,11
2021-08,Sosenskoye,NAO,193400,806,11
2021-08,Perovo,VAO,239800,999,11
2021-08,Begovoy,SAO,326300,1360,11
2021-08,Zelenograd,ZelAO,162100,676,11
2021-08,Filyovsky Park,ZAO,387800,1616,11
2021-08,Voykovsky,SAO,268400,1118,11
2021-08,Tagansky,CAO,476500,1985,11
2021-08,Ivanovskoye,VAO,231600,965,11
2021-08,Yakimanka,CAO,582200,2426,11
2021-08,Mozhaysky,ZAO,303000,1262,11
2021-08,Butyrsky,SVAO,285200,1189,11
2021-08,Krasnopakhorskoye,TAO,112300,468,11
2021-08,Biryulyovo Zapadnoye,YuAO,205500,856,11
2021-08,Konkovo,YuZAO,310900,1296,11
2021-08,Mikhaylovo-Yartsevskoye,TAO,100900,421,11
2021-08,Pokrovskoye-Streshnevo,SZAO,293800,1224,11
2021-08,Yuzhnoye Medvedkovo,SVAO,236100,984,11
2021-08,Khovrino,SAO,238200,992,11
2021-08,Ostankinsky,SVAO,291500,1215,11
2021-08,Kievsky,TAO,96500,402,11
2021-08,Izmaylovo,VAO,270600,1127,11
2021-08,Solntsevo,ZAO,274700,1145,11
2021-08,Severnoye Medvedkovo,SVAO,241100,1005,11
2021-08,Alekseevsky,SVAO,285200,1189,11
2021-08,Meshchansky,CAO,480500,2002,11
2021-08,Moskovsky,NAO,191000,796,11
2021-08,Khoroshyovo-Mnyovniki,SZAO,338500,1411,11
2021-08,Donskoy,YuAO,316100,1317,11
2021-08,Prospekt Vernadskogo,ZAO,424900,1770,11
2021-08,Babushkinsky,SVAO,250400,1043,11
2021-08,Golyanovo,VAO,219800,916,11
2021-08,Voronovskoye,TAO,96500,402,11
2021-08,Ryazanovskoye,NAO,146200,609,11
2021-08,Krasnoselsky,CAO,459600,1915,11
2021-08,Strogino,SZAO,349400,1456,11
2021-08,Rostokino,SVAO,248800,1037,11
2021-08,Danilovsky,YuAO,304300,1268,11
2021-08,Metrogorodok,VAO,221300,922,11
2021-08,Sviblovo,SVAO,238300,993,11
2021-08,Severnoye Izmaylovo,VAO,248200,1034,11
2021-08,Altufyevsky,SVAO,227700,949,11
2021-08,Zyuzino,YuZAO,320200,1334,11
2021-08,Orekhovo-Borisovo Yuzhnoye,YuAO,221800,924,11
2021-08,Gagarinsky,YuZAO,395300,1647,11
2021-08,Ramenki,ZAO,408700,1703,11
2021-08,Severnoye Tushino,SZAO,273200,1138,11
2021-08,Troparyovo-Nikulino,ZAO,348000,1450,11
2021-08,Troitsk,TAO,128900,537,11
2021-08,Klyonovskoye,TAO,95600,398,11
2021-08,Zamoskvorechye,CAO,525200,2188,11
2021-08,Levoberezhny,SAO,244500,1019,11
2021-08,Severny,SVAO,208600,869,11
2021-08,Khoroshyovsky,SAO,335600,1398,11
2021-08,Marushkinskoye,NAO,144400,602,11
2021-08,Bibirevo,SVAO,234500,977,11
2021-08,Kokoshkino,NAO,153400,639,11
2021-08,Obruchevsky,YuZAO,336700,1403,11
2021-08,Koptevo,SAO,260500,1085,11
2021-08,Presnensky,CAO,556700,2319,11
2021-08,Brateyevo,YuAO,218700,911,11
2021-08,Otradnoye,SVAO,261000,1088,11
2021-08,Shchukino,SZAO,348700,1453,11
2021-08,Ochakovo-Matveyevskoye,ZAO,318700,1328,11
2021-08,Tsaritsyno,YuAO,224200,934,11
2021-08,Beskudnikovsky,SAO,221500,923,11
2021-08,Cheryomushki,YuZAO,339200,1413,11
2021-08,Orekhovo-Borisovo Severnoye,YuAO,215700,899,11
2021-08,Filimonkovskoye,NAO,161300,672,11
2021-08,Novokosino,VAO,235200,980,11
2021-08,Golovinsky,SAO,253300,1055,11
2021-08,Fili-Davydkovo,ZAO,377400,1572,11
2021-08,Molzhaninovsky,SAO,199800,833,11
2021-08,Nagatino-Sadovniki,YuAO,265000,1104,11
2021-08,Novofyodorovskoye,TAO,91600,382,11
2021-08,Biryulyovo Vostochnoye,YuAO,204900,854,11
2021-08,Severnoye Butovo,YuZAO,274600,1144,11
2021-08,Lianozovo,SVAO,221400,923,11
2021-08,Marfino,SVAO,241700,1007,11
2021-08,Tyoply Stan,YuZAO,282600,1178,11
2021-08,Aeroport,SAO,310400,1293,11
2021-08,Mitino,SZAO,271000,1129,11
2021-08,Shchapovskoye,TAO,99300,414,11
2021-08,Moskvorechye-Saburovo,YuAO,229700,957,11
2021-08,Kuntsevo,ZAO,316600,1319,11
2021-08,Vnukovskoye,NAO,190800,795,11
2021-08,Savyolovsky,SAO,318700,1328,11
2021-08,Yasenevo,YuZAO,307100,1280,11
2021-08,Veshnyaki,VAO,228200,951,11
2021-08,Sokolniki,VAO,289300,1205,11
2021-08,Chertanovo Yuzhnoye,YuAO,213600,890,11
2021-08,Vnukovo,ZAO,249800,1041,11
2021-08,Sokolinaya Gora,VAO,249000,1038,11
2021-08,Novogireyevo,VAO,231500,964,11
2021-08,Losinoostrovsky,SVAO,229700,957,11
2021-08,Arbat,CAO,640700,2669,11
2021-08,Krylatskoye,SZAO,398500,1660,11
2021-08,Shcherbinka,NAO,182400,760,11
2021-08,Kurkino,SZAO,316700,1319,11
2021-08,Dorogomilovo,ZAO,485900,2025,11
2021-08,Dmitrovsky,SAO,227100,946,11
2021-08,Bogorodskoye,VAO,245800,1024,11
2021-08,Sokol,SAO,319100,1330,11
2021-08,Vostochnoye Izmaylovo,VAO,239900,1000,11
2021-08,Vostochny,VAO,204000,850,11
2021-08,Mosrentgen,NAO,190900,796,11
2021-08,Kosino-Ukhtomsky,VAO,222800,928,11
2021-08,Nagatinsky Zaton,YuAO,277500,1156,11
2021-08,Kotlovka,YuZAO,332100,1384,11
2021-08,Tverskoy,CAO,629200,2622,11
2021-08,Voskresenskoye,NAO,185200,772,11
2021-08,Pervomayskoye,TAO,104500,435,11
2021-08,Maryina Roshcha,SVAO,280300,1168,11
2021-08,Chertanovo Tsentralnoye,YuAO,229400,956,11
2021-08,Akademichesky,YuZAO,376300,1568,11
2021-08,Desyonovskoye,NAO,180800,753,11
2021-08,Khamovniki,CAO,659200,2746,11
2021-08,Preobrazhenskoye,VAO,262900,1096,11
2021-09,Beskudnikovsky,SAO,238800,995,11
2021-09,Severnoye Butovo,YuZAO,287000,1196,11
2021-09,Sokolniki,VAO,297500,1240,11
2021-09,Cheryomushki,YuZAO,341600,1423,11
2021-09,Orekhovo-Borisovo Severnoye,YuAO,222700,928,11
2021-09,Golovinsky,SAO,247800,1033,11
2021-09,Ryazanovskoye,NAO,154600,644,11
2021-09,Koptevo,SAO,255600,1065,11
2021-09,Severny,SVAO,220400,918,11
2021-09,Dorogomilovo,ZAO,476100,1984,11
2021-09,Dmitrovsky,SAO,224200,934,11
2021-09,Bibirevo,SVAO,233700,974,11
2021-09,Khoroshyovsky,SAO,350900,1462,11
2021-09,Desyonovskoye,NAO,182200,759,11
2021-09,Kokoshkino,NAO,152300,635,11
2021-09,Obruchevsky,YuZAO,339300,1414,11
2021-09,Marfino,SVAO,258700,1078,11
2021-09,Tsaritsyno,YuAO,243600,1015,11
2021-09,Kotlovka,YuZAO,335000,1396,11
2021-09,Severnoye Tushino,SZAO,273900,1141,11
2021-09,Otradnoye,SVAO,251600,1048,11
2021-09,Shchukino,SZAO,346300,1443,11
2021-09,Veshnyaki,VAO,214800,895,11
2021-09,Brateyevo,YuAO,221700,924,11
2021-09,Yasenevo,YuZAO,311800,1299,11
2021-09,Ochakovo-Matveyevskoye,ZAO,305200,1272,11
2021-09,Krasnoselsky,CAO,464800,1937,11
2021-09,Novofyodorovskoye,TAO,88800,370,11
2021-09,Voronovskoye,TAO,99000,413,11
2021-09,Kievsky,TAO,98900,412,11
2021-09,Tyoply Stan,YuZAO,294300,1226,11
2021-09,Nagatino-Sadovniki,YuAO,269500,1123,11
2021-09,Krylatskoye,SZAO,382200,1593,11
2021-09,Rostokino,SVAO,256100,1067,11
2021-09,Khamovniki,CAO,645400,2689,11
2021-09,Danilovsky,YuAO,305600,1273,11
2021-09,Sviblovo,SVAO,252500,1052,11
2021-09,Golyanovo,VAO,230800,962,11
2021-09,Metrogorodok,VAO,217200,905,11
2021-09,Shcherbinka,NAO,174000,725,11
2021-09,Zyuzino,YuZAO,335200,1397,11
2021-09,Molzhaninovsky,SAO,206500,860,11
2021-09,Altufyevsky,SVAO,222000,925,11
2021-09,Orekhovo-Borisovo Yuzhnoye,YuAO,224200,934,11
2021-09,Vostochnoye Izmaylovo,VAO,233800,974,11
2021-09,Gagarinsky,YuZAO,423000,1763,11
2021-09,Strogino,SZAO,345100,1438,11
2021-09,Ramenki,ZAO,441000,1838,11
2021-09,Meshchansky,CAO,462700,1928,11
2021-09,Filimonkovskoye,NAO,155500,648,11
2021-09,Izmaylovo,VAO,273700,1140,11
2021-09,Preobrazhenskoye,VAO,273600,1140,11
2021-09,Savyolovsky,SAO,322200,1342,11
2021-09,Solntsevo,ZAO,278400,1160,11
2021-09,Severnoye Medvedkovo,SVAO,256100,1067,11
2021-09,Zapadnoye Degunino,SAO,232400,969,11
2021-09,Novokosino,VAO,232800,970,11
2021-09,Chertanovo Yuzhnoye,YuAO,219700,915,11
2021-09,Alekseevsky,SVAO,296800,1237,11
2021-09,Kurkino,SZAO,325300,1355,11
2021-09,Khoroshyovo-Mnyovniki,SZAO,344400,1435,11
2021-09,Vnukovo,ZAO,246300,1026,11
2021-09,Arbat,CAO,635900,2650,11
2021-09,Donskoy,YuAO,330000,1375,11
2021-09,Losinoostrovsky,SVAO,249000,1037,11
2021-09,Prospekt Vernadskogo,ZAO,411300,1714,11
2021-09,Babushkinsky,SVAO,252800,1053,11
2021-09,Voskresenskoye,NAO,178100,742,11
2021-09,Moskovsky,NAO,193600,807,11
2021-09,Severnoye Izmaylovo,VAO,245000,1021,11
2021-09,Biryulyovo Vostochnoye,YuAO,221500,923,11
2021-09,Moskvorechye-Saburovo,YuAO,238400,993,11
2021-09,Novo-Peredelkino,ZAO,255600,1065,11
2021-09,Sosenskoye,NAO,182800,762,11
2021-09,Chertanovo Tsentralnoye,YuAO,235600,982,11
2021-09,Yuzhnoye Tushino,SZAO,285800,1191,11
2021-09,Chertanovo Severnoye,YuAO,236500,985,11
2021-09,Maryina Roshcha,SVAO,280700,1170,11
2021-09,Voykovsky,SAO,271700,1132,11
2021-09,Mitino,SZAO,280600,1169,11
2021-09,Shchapovskoye,TAO,98900,412,11
2021-09,Ivanovskoye,VAO,239100,996,11
2021-09,Sokolinaya Gora,VAO,250900,1046,11
2021-09,Perovo,VAO,237800,991,11
2021-09,Nagorny,YuAO,273100,1138,11
2021-09,Konkovo,YuZAO,322700,1345,11
2021-09,Zyablikovo,YuAO,210900,879,11
2021-09,Yakimanka,CAO,589100,2455,11
2021-09,Bogorodskoye,VAO,244800,1020,11
2021-09,Kuntsevo,ZAO,338900,1412,11
2021-09,Khovrino,SAO,230400,960,11
2021-09,Ostankinsky,SVAO,308100,1284,11
2021-09,Sokol,SAO,328600,1369,11
2021-09,Begovoy,SAO,330800,1378,11
2021-09,Mikhaylovo-Yartsevskoye,TAO,96800,403,11
2021-09,Lianozovo,SVAO,232300,968,11
2021-09,Zelenograd,ZelAO,157700,657,11
2021-09,Pokrovskoye-Streshnevo,SZAO,297500,1240,11
2021-09,Filyovsky Park,ZAO,382400,1593,11
2021-09,Pervomayskoye,TAO,104600,436,11
2021-09,Yuzhnoye Medvedkovo,SVAO,235100,980,11
2021-09,Novogireyevo,VAO,250300,1043,11
2021-09,Basmanny,CAO,498100,2075,11
2021-09,Marushkinskoye,NAO,149000,621,11
2021-09,Levoberezhny,SAO,250200,1042,11
2021-09,Butyrsky,SVAO,274400,1143,11
2021-09,Lomonosovsky,YuZAO,400600,1669,11
2021-09,Akademichesky,YuZAO,357600,1490,11
2021-09,Mozhaysky,ZAO,308300,1285,11
2021-09,Troitsk,TAO,124300,518,11
2021-09,Tagansky,CAO,499500,2081,11
2021-09,Zamoskvorechye,CAO,515200,2147,11
2021-09,Tverskoy,CAO,594000,2475,11
2021-09,Klyonovskoye,TAO,94400,393,11
2021-09,Mosrentgen,NAO,189100,788,11
2021-09,Krasnopakhorskoye,TAO,112100,467,11
2021-09,Vostochny,VAO,201700,840,11
2021-09,Troparyovo-Nikulino,ZAO,371600,1548,11
2021-09,Vnukovskoye,NAO,193600,807,11
2021-09,Rogovskoye,TAO,94400,393,11
2021-09,Fili-Davydkovo,ZAO,374200,1559,11
2021-09,Presnensky,CAO,611900,2549,11
2021-09,Aeroport,SAO,303200,1263,11
2021-09,Biryulyovo Zapadnoye,YuAO,202400,843,11
2021-09,Yaroslavsky,SVAO,243400,1014,11
2021-09,Kosino-Ukhtomsky,VAO,206300,860,11
2021-09,Nagatinsky Zaton,YuAO,290700,1211,11
2021-09,Yuzhnoye Butovo,YuZAO,262600,1094,11
2021-09,Timiryazevsky,SAO,285500,1189,11
2021-10,Novofyodorovskoye,TAO,92400,385,11
2021-10,Ramenki,ZAO,441400,1839,11
2021-10,Rogovskoye,TAO,97100,405,11
2021-10,Voskresenskoye,NAO,183500,765,11
2021-10,Chertanovo Severnoye,YuAO,243000,1013,11
2021-10,Begovoy,SAO,328500,1369,11
2021-10,Metrogorodok,VAO,213200,888,11
2021-10,Kosino-Ukhtomsky,VAO,220800,920,11
2021-10,Vostochny,VAO,213300,889,11
2021-10,Tagansky,CAO,462500,1927,11
2021-10,Strogino,SZAO,351300,1464,11
2021-10,Molzhaninovsky,SAO,206800,861,11
2021-10,Vostochnoye Izmaylovo,VAO,247300,1030,11
2021-10,Orekhovo-Borisovo Yuzhnoye,YuAO,222600,927,11
2021-10,Altufyevsky,SVAO,221900,925,11
2021-10,Yaroslavsky,SVAO,237100,988,11
2021-10,Timiryazevsky,SAO,301400,1256,11
2021-10,Biryulyovo Vostochnoye,YuAO,204500,852,11
2021-10,Perovo,VAO,255900,1066,11
2021-10,Zyuzino,YuZAO,330300,1376,11
2021-10,Shcherbinka,NAO,177000,738,11
2021-10,Sviblovo,SVAO,232900,971,11
2021-10,Khamovniki,CAO,667300,2780,11
2021-10,Danilovsky,YuAO,311400,1298,11
2021-10,Kuntsevo,ZAO,354900,1479,11
2021-10,Golyanovo,VAO,215500,898,11
2021-10,Voronovskoye,TAO,97400,406,11
2021-10,Zelenograd,ZelAO,163000,679,11
2021-10,Presnensky,CAO,613000,2554,11
2021-10,Yuzhnoye Tushino,SZAO,303500,1264,11
2021-10,Izmaylovo,VAO,266000,1108,11
2021-10,Ochakovo-Matveyevskoye,ZAO,320600,1336,11
2021-10,Brateyevo,YuAO,220600,919,11
2021-10,Veshnyaki,VAO,233200,972,11
2021-10,Chertanovo Tsentralnoye,YuAO,234100,975,11
2021-10,Novo-Peredelkino,ZAO,259800,1083,11
2021-10,Yuzhnoye Butovo,YuZAO,276900,1154,11
2021-10,Shchukino,SZAO,343400,1431,11
2021-10,Levoberezhny,SAO,258800,1078,11
2021-10,Tsaritsyno,YuAO,232700,969,11
2021-10,Kokoshkino,NAO,147300,614,11
2021-10,Yasenevo,YuZAO,324900,1354,11
2021-10,Vnukovskoye,NAO,203500,848,11
2021-10,Sokolinaya Gora,VAO,248900,1037,11
2021-10,Mosrentgen,NAO,191900,799,11
2021-10,Desyonovskoye,NAO,179100,746,11
2021-10,Khoroshyovsky,SAO,363500,1514,11
2021-10,Dmitrovsky,SAO,232900,970,11
2021-10,Tverskoy,CAO,598600,2494,11
2021-10,Troitsk,TAO,137100,571,11
2021-10,Obruchevsky,YuZAO,333100,1388,11
2021-10,Dorogomilovo,ZAO,502200,2093,11
2021-10,Severny,SVAO,222500,927,11
2021-10,Ryazanovskoye,NAO,145800,607,11
2021-10,Akademichesky,YuZAO,386500,1610,11
2021-10,Pervomayskoye,TAO,99700,415,11
2021-10,Mozhaysky,ZAO,319300,1331,11
2021-10,Khoroshyovo-Mnyovniki,SZAO,349000,1454,11
2021-10,Vnukovo,ZAO,252400,1052,11
2021-10,Biryulyovo Zapadnoye,YuAO,215200,897,11
2021-10,Meshchansky,CAO,483300,2014,11
2021-10,Severnoye Izmaylovo,VAO,253400,1056,11
2021-10,Alekseevsky,SVAO,305700,1274,11
2021-10,Mikhaylovo-Yartsevskoye,TAO,101900,425,11
2021-10,Chertanovo Yuzhnoye,YuAO,224300,934,11
2021-10,Tyoply Stan,YuZAO,296500,1235,11
2021-10,Prospekt Vernadskogo,ZAO,430000,1792,11
2021-10,Yuzhnoye Medvedkovo,SVAO,243200,1013,11
2021-10,Severnoye Medvedkovo,SVAO,246900,1029,11
2021-10,Savyolovsky,SAO,327300,1364,11
2021-10,Sokol,SAO,343700,1432,11
2021-10,Severnoye Butovo,YuZAO,273900,1141,11
2021-10,Khovrino,SAO,238500,994,11
2021-10,Golovinsky,SAO,257300,1072,11
2021-10,Konkovo,YuZAO,333000,1387,11
2021-10,Yakimanka,CAO,604200,2517,11
2021-10,Bogorodskoye,VAO,255300,1064,11
2021-10,Sokolniki,VAO,307200,1280,11
2021-10,Aeroport,SAO,316000,1317,11
2021-10,Donskoy,YuAO,331700,1382,11
2021-10,Novokosino,VAO,223600,932,11
2021-10,Zyablikovo,YuAO,218700,911,11
2021-10,Severnoye Tushino,SZAO,291100,1213,11
2021-10,Krasnopakhorskoye,TAO,113900,475,11
2021-10,Sosenskoye,NAO,196100,817,11
2021-10,Zapadnoye Degunino,SAO,227800,949,11
2021-10,Otradnoye,SVAO,261100,1088,11
2021-10,Nagorny,YuAO,284300,1185,11
2021-10,Kurkino,SZAO,329200,1372,11
2021-10,Butyrsky,SVAO,288000,1200,11
2021-10,Krasnoselsky,CAO,483700,2015,11
2021-10,Solntsevo,ZAO,285900,1191,11
2021-10,Preobrazhenskoye,VAO,265500,1106,11
2021-10,Zamoskvorechye,CAO,531000,2212,11
2021-10,Lomonosovsky,YuZAO,404500,1685,11
