YEAR_MONTH,DISTRICT,OKRUG,N_LISTINGS_SECONDARY,N_LISTINGS_RENTAL
2021-03,Desyonovskoye,NAO,140,48
2021-03,Shcherbinka,NAO,133,60
2021-03,Yasenevo,YuZAO,119,49
2021-03,Preobrazhenskoye,VAO,135,51
2021-03,Kokoshkino,NAO,34,97
2021-03,Molzhaninovsky,SAO,162,42
2021-03,Basmanny,CAO,34,95
2021-03,Vostochny,VAO,62,27
2021-03,Lianozovo,SVAO,127,91
2021-03,Dmitrovsky,SAO,46,22
2021-03,Zyuzino,YuZAO,39,104
2021-03,Begovoy,SAO,62,81
2021-03,Moskvorechye-Saburovo,YuAO,63,111
2021-03,Vostochnoye Izmaylovo,VAO,146,86
2021-03,Mosrentgen,NAO,188,102
2021-03,Levoberezhny,SAO,110,118
2021-03,Aeroport,SAO,159,73
2021-03,Krasnopakhorskoye,TAO,170,113
2021-03,Shchapovskoye,TAO,41,57
2021-03,Vnukovo,ZAO,50,119
2021-03,Nagorny,YuAO,184,81
2021-03,Perovo,VAO,68,46
2021-03,Savyolovsky,SAO,94,68
2021-03,Yuzhnoye Butovo,YuZAO,142,55
2021-03,Severnoye Izmaylovo,VAO,143,100
2021-03,Konkovo,YuZAO,115,51
2021-03,Veshnyaki,VAO,88,36
2021-03,Mitino,SZAO,72,114
2021-03,Zapadnoye Degunino,SAO,176,96
2021-03,Nagatinsky Zaton,YuAO,37,38
2021-03,Sokolniki,VAO,189,18
2021-03,Severnoye Butovo,YuZAO,193,12
2021-03,Novogireyevo,VAO,68,60
2021-03,Zelenograd,ZelAO,73,28
2021-03,Chertanovo Tsentralnoye,YuAO,67,106
2021-03,Chertanovo Yuzhnoye,YuAO,55,33
2021-03,Mozhaysky,ZAO,75,21
2021-03,Tyoply Stan,YuZAO,168,11
2021-03,Zamoskvorechye,CAO,122,44
2021-03,Losinoostrovsky,SVAO,38,70
2021-03,Novo-Peredelkino,ZAO,52,111
2021-03,Yuzhnoye Tushino,SZAO,86,14
2021-03,Ivanovskoye,VAO,33,31
2021-03,Yuzhnoye Medvedkovo,SVAO,113,18
2021-03,Sosenskoye,NAO,68,13
2021-03,Tverskoy,CAO,55,39
2021-03,Khovrino,SAO,21,35
2021-03,Izmaylovo,VAO,35,77
2021-03,Voykovsky,SAO,124,42
2021-03,Pervomayskoye,TAO,31,10
2021-03,Biryulyovo Vostochnoye,YuAO,118,115
2021-03,Nagatino-Sadovniki,YuAO,57,72
2021-03,Pokrovskoye-Streshnevo,SZAO,183,13
2021-03,Arbat,CAO,172,19
2021-03,Khamovniki,CAO,177,115
2021-03,Kuntsevo,ZAO,146,76
2021-03,Moskovsky,NAO,187,47
2021-03,Khoroshyovsky,SAO,22,62
2021-03,Ostankinsky,SVAO,69,53
2021-03,Butyrsky,SVAO,171,36
2021-03,Novofyodorovskoye,TAO,179,108
2021-03,Timiryazevsky,SAO,78,40
2021-03,Severny,SVAO,84,117
2021-03,Klyonovskoye,TAO,21,98
2021-03,Yaroslavsky,SVAO,46,115
2021-03,Lomonosovsky,YuZAO,35,35
2021-04,Lomonosovsky,YuZAO,86,95
2021-04,Babushkinsky,SVAO,141,53
2021-04,Altufyevsky,SVAO,124,20
2021-04,Perovo,VAO,170,113
2021-04,Begovoy,SAO,185,54
2021-04,Metrogorodok,VAO,180,44
2021-04,Tsaritsyno,YuAO,74,91
2021-04,Lianozovo,SVAO,159,92
2021-04,Shchapovskoye,TAO,145,108
2021-04,Yuzhnoye Butovo,YuZAO,35,49
2021-04,Izmaylovo,VAO,111,46
2021-04,Danilovsky,YuAO,176,31
2021-04,Severnoye Butovo,YuZAO,75,59
2021-04,Arbat,CAO,144,118
2021-04,Vostochny,VAO,133,109
2021-04,Kokoshkino,NAO,58,57
2021-04,Levoberezhny,SAO,36,110
2021-04,Nagatino-Sadovniki,YuAO,74,46
2021-04,Rostokino,SVAO,166,56
2021-04,Kotlovka,YuZAO,105,55
2021-04,Ivanovskoye,VAO,20,85
2021-04,Novokosino,VAO,165,22
2021-04,Moskovsky,NAO,55,12
2021-04,Kurkino,SZAO,34,45
2021-04,Beskudnikovsky,SAO,57,30
2021-04,Losinoostrovsky,SVAO,121,88
2021-04,Strogino,SZAO,85,58
2021-04,Koptevo,SAO,178,41
2021-04,Voronovskoye,TAO,72,14
2021-04,Severnoye Tushino,SZAO,197,28
2021-04,Orekhovo-Borisovo Yuzhnoye,YuAO,72,23
2021-04,Nagatinsky Zaton,YuAO,48,42
2021-04,Cheryomushki,YuZAO,112,106
2021-04,Voykovsky,SAO,80,79
2021-04,Filimonkovskoye,NAO,123,100
2021-04,Ramenki,ZAO,72,86
2021-04,Novogireyevo,VAO,146,18
2021-04,Golyanovo,VAO,194,43
2021-04,Tyoply Stan,YuZAO,197,39
2021-04,Marfino,SVAO,182,36
2021-04,Marushkinskoye,NAO,136,59
2021-04,Zapadnoye Degunino,SAO,169,84
2021-04,Krasnoselsky,CAO,81,33
2021-04,Sosenskoye,NAO,100,62
2021-04,Fili-Davydkovo,ZAO,198,75
2021-04,Konkovo,YuZAO,59,67
2021-04,Meshchansky,CAO,142,110
2021-04,Solntsevo,ZAO,167,72
2021-04,Sokolniki,VAO,195,81
2021-04,Novofyodorovskoye,TAO,176,38
2021-04,Biryulyovo Zapadnoye,YuAO,70,91
2021-04,Yaroslavsky,SVAO,118,46
2021-04,Ochakovo-Matveyevskoye,ZAO,117,62
2021-04,Timiryazevsky,SAO,100,49
2021-04,Kuntsevo,ZAO,61,102
2021-04,Severnoye Medvedkovo,SVAO,184,103
2021-04,Khamovniki,CAO,42,80
2021-04,Butyrsky,SVAO,107,100
2021-04,Zelenograd,ZelAO,194,52
2021-04,Orekhovo-Borisovo Severnoye,YuAO,176,90
2021-04,Krylatskoye,SZAO,34,18
2021-04,Donskoy,YuAO,88,84
2021-04,Chertanovo Severnoye,YuAO,76,95
2021-04,Vnukovskoye,NAO,160,115
2021-04,Klyonovskoye,TAO,109,10
2021-04,Obruchevsky,YuZAO,47,21
2021-04,Akademichesky,YuZAO,189,24
2021-04,Zyablikovo,YuAO,92,45
2021-04,Rogovskoye,TAO,57,47
2021-04,Ostankinsky,SVAO,135,78
2021-04,Khoroshyovsky,SAO,92,103
2021-04,Tagansky,CAO,178,23
2021-04,Severny,SVAO,53,75
2021-04,Otradnoye,SVAO,54,33
2021-04,Pokrovskoye-Streshnevo,SZAO,167,79
2021-04,Novo-Peredelkino,ZAO,126,62
2021-04,Chertanovo Tsentralnoye,YuAO,72,14
2021-04,Biryulyovo Vostochnoye,YuAO,89,115
2021-04,Yuzhnoye Tushino,SZAO,98,16
2021-04,Zyuzino,YuZAO,127,64
2021-04,Troparyovo-Nikulino,ZAO,198,117
2021-04,Pervomayskoye,TAO,121,54
2021-04,Khovrino,SAO,157,40
2021-04,Tverskoy,CAO,75,93
2021-04,Yuzhnoye Medvedkovo,SVAO,104,54
2021-04,Shchukino,SZAO,113,83
2021-04,Zamoskvorechye,CAO,164,90
2021-04,Mozhaysky,ZAO,125,91
2021-04,Chertanovo Yuzhnoye,YuAO,181,83
2021-04,Kievsky,TAO,95,39
2021-04,Savyolovsky,SAO,140,40
2021-04,Nagorny,YuAO,105,65
2021-04,Vnukovo,ZAO,168,60
2021-04,Krasnopakhorskoye,TAO,21,23
2021-04,Troitsk,TAO,114,14
2021-04,Aeroport,SAO,132,96
2021-04,Desyonovskoye,NAO,185,39
2021-04,Vostochnoye Izmaylovo,VAO,154,109
2021-04,Ryazanovskoye,NAO,147,85
2021-04,Alekseevsky,SVAO,126,67
2021-04,Sviblovo,SVAO,126,83
2021-04,Moskvorechye-Saburovo,YuAO,159,11
2021-04,Dmitrovsky,SAO,36,31
2021-04,Preobrazhenskoye,VAO,116,71
2021-04,Basmanny,CAO,185,118
2021-04,Molzhaninovsky,SAO,186,73
2021-04,Brateyevo,YuAO,187,77
2021-04,Yasenevo,YuZAO,116,79
2021-04,Shcherbinka,NAO,167,51
2021-04,Veshnyaki,VAO,199,58
2021-04,Sokolinaya Gora,VAO,84,114
2021-04,Golovinsky,SAO,28,112
2021-04,Bibirevo,SVAO,130,94
2021-04,Bogorodskoye,VAO,182,81
2021-04,Sokol,SAO,86,84
2021-04,Presnensky,CAO,75,69
2021-04,Filyovsky Park,ZAO,70,73
2021-04,Kosino-Ukhtomsky,VAO,143,14
2021-04,Maryina Roshcha,SVAO,143,40
2021-04,Mikhaylovo-Yartsevskoye,TAO,164,94
2021-04,Dorogomilovo,ZAO,38,19
2021-04,Yakimanka,CAO,69,88
2021-04,Voskresenskoye,NAO,117,41
2021-04,Gagarinsky,YuZAO,59,119
2021-04,Mosrentgen,NAO,153,23
2021-04,Mitino,SZAO,143,82
2021-04,Prospekt Vernadskogo,ZAO,30,92
2021-04,Severnoye Izmaylovo,VAO,161,74
2021-04,Khoroshyovo-Mnyovniki,SZAO,158,111
2021-05,Krylatskoye,SZAO,81,62
2021-05,Losinoostrovsky,SVAO,154,90
2021-05,Severnoye Tushino,SZAO,52,57
2021-05,Otradnoye,SVAO,58,20
2021-05,Nagorny,YuAO,185,57
2021-05,Ostankinsky,SVAO,25,17
2021-05,Pokrovskoye-Streshnevo,SZAO,106,88
2021-05,Troparyovo-Nikulino,ZAO,163,62
2021-05,Zamoskvorechye,CAO,100,64
2021-05,Butyrsky,SVAO,21,21
2021-05,Orekhovo-Borisovo Severnoye,YuAO,135,113
2021-05,Donskoy,YuAO,25,62
2021-05,Klyonovskoye,TAO,193,19
2021-05,Zyablikovo,YuAO,98,15
2021-05,Bibirevo,SVAO,104,96
2021-05,Filyovsky Park,ZAO,24,96
2021-05,Maryina Roshcha,SVAO,174,96
2021-05,Yuzhnoye Medvedkovo,SVAO,188,65
2021-05,Arbat,CAO,66,79
2021-05,Mitino,SZAO,154,65
2021-05,Kievsky,TAO,82,81
2021-05,Moskvorechye-Saburovo,YuAO,88,33
2021-05,Basmanny,CAO,144,13
2021-05,Lianozovo,SVAO,42,92
2021-05,Fili-Davydkovo,ZAO,65,33
2021-05,Marfino,SVAO,185,16
2021-05,Shchapovskoye,TAO,91,108
2021-05,Kurkino,SZAO,139,81
2021-05,Nagatinsky Zaton,YuAO,73,114
2021-05,Krasnoselsky,CAO,37,49
2021-05,Nagatino-Sadovniki,YuAO,65,87
2021-05,Zapadnoye Degunino,SAO,152,103
2021-05,Vnukovo,ZAO,77,45
2021-05,Tverskoy,CAO,176,44
2021-05,Khovrino,SAO,57,45
2021-05,Pervomayskoye,TAO,192,21
2021-05,Krasnopakhorskoye,TAO,23,116
2021-05,Aeroport,SAO,134,46
2021-05,Yuzhnoye Tushino,SZAO,194,88
2021-05,Biryulyovo Vostochnoye,YuAO,87,71
2021-05,Beskudnikovsky,SAO,159,15
2021-05,Desyonovskoye,NAO,170,109
2021-05,Chertanovo Tsentralnoye,YuAO,121,13
2021-05,Novo-Peredelkino,ZAO,71,17
2021-05,Vostochnoye Izmaylovo,VAO,33,12
2021-05,Severnoye Butovo,YuZAO,183,103
2021-05,Koptevo,SAO,109,86
2021-05,Severny,SVAO,123,38
2021-05,Tagansky,CAO,73,104
2021-05,Khoroshyovsky,SAO,153,84
2021-05,Preobrazhenskoye,VAO,179,76
2021-05,Metrogorodok,VAO,150,58
2021-05,Rogovskoye,TAO,138,78
2021-05,Molzhaninovsky,SAO,130,116
2021-05,Shchukino,SZAO,138,46
2021-05,Biryulyovo Zapadnoye,YuAO,134,85
2021-05,Yasenevo,YuZAO,72,66
2021-05,Ochakovo-Matveyevskoye,ZAO,146,64
2021-05,Zyuzino,YuZAO,53,110
2021-05,Dmitrovsky,SAO,111,76
2021-05,Severnoye Medvedkovo,SVAO,39,80
2021-05,Severnoye Izmaylovo,VAO,64,40
2021-05,Izmaylovo,VAO,152,42
2021-05,Sokol,SAO,45,27
2021-05,Bogorodskoye,VAO,138,49
2021-05,Sokolinaya Gora,VAO,65,91
2021-05,Mikhaylovo-Yartsevskoye,TAO,145,94
2021-05,Voykovsky,SAO,115,114
2021-05,Dorogomilovo,ZAO,177,112
2021-05,Yakimanka,CAO,72,43
2021-05,Akademichesky,YuZAO,89,114
2021-05,Voskresenskoye,NAO,148,47
2021-05,Vnukovskoye,NAO,78,65
2021-05,Khamovniki,CAO,24,13
2021-05,Kuntsevo,ZAO,159,111
2021-05,Ivanovskoye,VAO,139,54
2021-05,Tyoply Stan,YuZAO,84,108
2021-05,Timiryazevsky,SAO,160,40
2021-05,Veshnyaki,VAO,42,110
2021-05,Yaroslavsky,SVAO,186,26
2021-05,Novofyodorovskoye,TAO,106,119
2021-05,Lomonosovsky,YuZAO,100,118
2021-05,Sokolniki,VAO,194,23
2021-05,Moskovsky,NAO,50,32
2021-05,Savyolovsky,SAO,178,66
2021-05,Gagarinsky,YuZAO,109,91
2021-05,Zelenograd,ZelAO,77,108
2021-05,Chertanovo Yuzhnoye,YuAO,194,107
2021-05,Mozhaysky,ZAO,184,37
2021-05,Sosenskoye,NAO,25,52
2021-05,Altufyevsky,SVAO,28,28
2021-05,Khoroshyovo-Mnyovniki,SZAO,22,83
2021-05,Troitsk,TAO,159,45
2021-05,Novogireyevo,VAO,69,114
2021-05,Kosino-Ukhtomsky,VAO,78,26
2021-05,Babushkinsky,SVAO,27,73
2021-05,Yuzhnoye Butovo,YuZAO,170,39
2021-05,Sviblovo,SVAO,69,79
2021-05,Brateyevo,YuAO,76,31
2021-05,Levoberezhny,SAO,88,111
2021-05,Golovinsky,SAO,98,98
2021-05,Tsaritsyno,YuAO,174,52
2021-05,Kotlovka,YuZAO,64,48
2021-05,Perovo,VAO,25,61
2021-05,Konkovo,YuZAO,104,85
2021-05,Meshchansky,CAO,145,70
2021-05,Ramenki,ZAO,127,35
2021-05,Danilovsky,YuAO,100,83
2021-05,Novokosino,VAO,35,39
2021-05,Voronovskoye,TAO,171,29
2021-05,Obruchevsky,YuZAO,93,116
2021-05,Cheryomushki,YuZAO,175,83
2021-05,Rostokino,SVAO,193,74
2021-05,Strogino,SZAO,159,46
2021-05,Marushkinskoye,NAO,56,14
2021-05,Chertanovo Severnoye,YuAO,77,100
2021-05,Vostochny,VAO,172,16
2021-05,Alekseevsky,SVAO,121,40
2021-05,Kokoshkino,NAO,172,12
2021-05,Golyanovo,VAO,127,46
2021-05,Mosrentgen,NAO,175,83
2021-05,Begovoy,SAO,99,33
2021-05,Shcherbinka,NAO,96,88
2021-05,Presnensky,CAO,98,65
2021-05,Solntsevo,ZAO,89,33
2021-05,Prospekt Vernadskogo,ZAO,37,73
2021-05,Ryazanovskoye,NAO,120,20
2021-05,Orekhovo-Borisovo Yuzhnoye,YuAO,56,12
2021-05,Filimonkovskoye,NAO,52,16
2021-06,Filyovsky Park,ZAO,169,62
2021-06,Nagatinsky Zaton,YuAO,96,84
2021-06,Sosenskoye,NAO,34,79
2021-06,Voykovsky,SAO,65,93
2021-06,Otradnoye,SVAO,66,51
2021-06,Severnoye Izmaylovo,VAO,89,117
2021-06,Maryina Roshcha,SVAO,177,90
2021-06,Moskovsky,NAO,51,24
2021-06,Filimonkovskoye,NAO,38,61
2021-06,Golyanovo,VAO,94,90
2021-06,Fili-Davydkovo,ZAO,147,82
2021-06,Mitino,SZAO,35,108
2021-06,Voskresenskoye,NAO,130,64
2021-06,Mikhaylovo-Yartsevskoye,TAO,74,116
2021-06,Ivanovskoye,VAO,129,51
2021-06,Yakimanka,CAO,199,65
2021-06,Marfino,SVAO,78,56
2021-06,Dorogomilovo,ZAO,111,89
2021-06,Desyonovskoye,NAO,44,107
2021-06,Tyoply Stan,YuZAO,179,10
2021-06,Zyuzino,YuZAO,138,44
2021-06,Kokoshkino,NAO,44,59
2021-06,Molzhaninovsky,SAO,119,13
2021-06,Vostochny,VAO,168,108
2021-06,Yasenevo,YuZAO,129,89
2021-06,Cheryomushki,YuZAO,57,84
2021-06,Shchapovskoye,TAO,190,61
2021-06,Basmanny,CAO,187,37
2021-06,Preobrazhenskoye,VAO,168,74
2021-06,Zapadnoye Degunino,SAO,23,37
2021-06,Lianozovo,SVAO,134,99
2021-06,Vostochnoye Izmaylovo,VAO,164,10
2021-06,Begovoy,SAO,27,63
2021-06,Novokosino,VAO,106,105
2021-06,Yuzhnoye Butovo,YuZAO,44,79
2021-06,Aeroport,SAO,161,22
2021-06,Levoberezhny,SAO,28,95
2021-06,Krasnopakhorskoye,TAO,103,50
2021-06,Novogireyevo,VAO,40,47
2021-06,Perovo,VAO,35,31
2021-06,Vnukovo,ZAO,101,99
2021-06,Shcherbinka,NAO,45,14
2021-06,Gagarinsky,YuZAO,167,74
2021-06,Konkovo,YuZAO,29,40
2021-06,Savyolovsky,SAO,88,89
2021-06,Koptevo,SAO,49,20
2021-06,Veshnyaki,VAO,197,45
2021-06,Mosrentgen,NAO,171,67
2021-06,Kievsky,TAO,180,93
2021-06,Kosino-Ukhtomsky,VAO,87,118
2021-06,Troitsk,TAO,67,21
2021-06,Khoroshyovo-Mnyovniki,SZAO,80,40
2021-06,Prospekt Vernadskogo,ZAO,134,21
2021-06,Presnensky,CAO,188,41
2021-06,Alekseevsky,SVAO,179,34
2021-06,Bibirevo,SVAO,103,11
2021-06,Chertanovo Severnoye,YuAO,112,110
2021-06,Donskoy,YuAO,135,58
2021-06,Sviblovo,SVAO,162,23
2021-06,Orekhovo-Borisovo Severnoye,YuAO,51,100
2021-06,Ryazanovskoye,NAO,32,71
2021-06,Severnoye Medvedkovo,SVAO,113,82
2021-06,Losinoostrovsky,SVAO,141,75
2021-06,Ochakovo-Matveyevskoye,ZAO,37,39
2021-06,Biryulyovo Zapadnoye,YuAO,113,86
2021-06,Shchukino,SZAO,58,85
2021-06,Rogovskoye,TAO,193,86
2021-06,Troparyovo-Nikulino,ZAO,67,51
2021-06,Voronovskoye,TAO,44,43
2021-06,Krylatskoye,SZAO,63,78
2021-06,Solntsevo,ZAO,51,28
2021-06,Severnoye Tushino,SZAO,183,114
2021-06,Orekhovo-Borisovo Yuzhnoye,YuAO,157,56
2021-06,Marushkinskoye,NAO,185,56
2021-06,Babushkinsky,SVAO,38,65
2021-06,Obruchevsky,YuZAO,29,33
2021-06,Danilovsky,YuAO,154,71
2021-06,Krasnoselsky,CAO,60,19
2021-06,Sokol,SAO,139,72
2021-06,Strogino,SZAO,71,70
2021-06,Rostokino,SVAO,20,13
2021-06,Golovinsky,SAO,83,103
2021-06,Ramenki,ZAO,177,98
2021-06,Meshchansky,CAO,84,115
2021-06,Altufyevsky,SVAO,135,113
2021-06,Tsaritsyno,YuAO,180,81
2021-06,Beskudnikovsky,SAO,185,38
2021-06,Brateyevo,YuAO,47,73
2021-06,Klyonovskoye,TAO,100,35
2021-06,Lomonosovsky,YuZAO,140,78
2021-06,Sokolniki,VAO,152,94
2021-06,Novofyodorovskoye,TAO,143,19
2021-06,Timiryazevsky,SAO,76,79
2021-06,Yaroslavsky,SVAO,148,57
2021-06,Kotlovka,YuZAO,142,53
2021-06,Kuntsevo,ZAO,123,10
2021-06,Khamovniki,CAO,181,63
2021-06,Butyrsky,SVAO,198,41
2021-06,Vnukovskoye,NAO,162,65
2021-06,Ostankinsky,SVAO,102,56
2021-06,Arbat,CAO,135,59
2021-06,Sokolinaya Gora,VAO,181,90
2021-06,Zyablikovo,YuAO,174,87
2021-06,Moskvorechye-Saburovo,YuAO,197,36
2021-06,Nagatino-Sadovniki,YuAO,74,102
2021-06,Nagorny,YuAO,189,112
2021-06,Bogorodskoye,VAO,147,79
2021-06,Izmaylovo,VAO,51,61
2021-06,Akademichesky,YuZAO,21,53
2021-06,Zelenograd,ZelAO,195,113
2021-06,Dmitrovsky,SAO,141,43
2021-06,Khoroshyovsky,SAO,49,108
2021-06,Tagansky,CAO,26,51
2021-06,Severny,SVAO,195,19
2021-06,Pokrovskoye-Streshnevo,SZAO,142,102
2021-06,Metrogorodok,VAO,88,41
2021-06,Novo-Peredelkino,ZAO,96,92
2021-06,Chertanovo Tsentralnoye,YuAO,175,113
2021-06,Severnoye Butovo,YuZAO,187,40
2021-06,Biryulyovo Vostochnoye,YuAO,105,14
2021-06,Yuzhnoye Tushino,SZAO,119,14
2021-06,Pervomayskoye,TAO,195,93
2021-06,Khovrino,SAO,80,109
2021-06,Yuzhnoye Medvedkovo,SVAO,195,53
2021-06,Zamoskvorechye,CAO,141,81
2021-06,Tverskoy,CAO,74,29
2021-06,Kurkino,SZAO,136,93
2021-06,Mozhaysky,ZAO,98,107
2021-06,Chertanovo Yuzhnoye,YuAO,151,109
2021-07,Fili-Davydkovo,ZAO,114,69
2021-07,Kotlovka,YuZAO,54,29
2021-07,Ivanovskoye,VAO,25,89
2021-07,Novogireyevo,VAO,46,80
2021-07,Tyoply Stan,YuZAO,69,37
2021-07,Nagatino-Sadovniki,YuAO,76,15
2021-07,Izmaylovo,VAO,38,118
2021-07,Maryina Roshcha,SVAO,169,72
2021-07,Lomonosovsky,YuZAO,145,82
2021-07,Metrogorodok,VAO,25,107
2021-07,Severnoye Butovo,YuZAO,185,57
2021-07,Kosino-Ukhtomsky,VAO,143,61
2021-07,Obruchevsky,YuZAO,69,108
2021-07,Krylatskoye,SZAO,150,15
2021-07,Chertanovo Severnoye,YuAO,135,100
2021-07,Chertanovo Yuzhnoye,YuAO,142,30
2021-07,Sokolniki,VAO,33,46
2021-07,Mozhaysky,ZAO,37,89
2021-07,Yuzhnoye Medvedkovo,SVAO,183,13
2021-07,Biryulyovo Vostochnoye,YuAO,57,99
2021-07,Chertanovo Tsentralnoye,YuAO,75,78
2021-07,Novo-Peredelkino,ZAO,112,115
2021-07,Severny,SVAO,59,42
2021-07,Ostankinsky,SVAO,70,48
2021-07,Troparyovo-Nikulino,ZAO,51,66
2021-07,Ochakovo-Matveyevskoye,ZAO,111,56
2021-07,Severnoye Medvedkovo,SVAO,34,18
2021-07,Biryulyovo Zapadnoye,YuAO,87,52
2021-07,Yaroslavsky,SVAO,37,30
2021-07,Orekhovo-Borisovo Severnoye,YuAO,30,75
2021-07,Donskoy,YuAO,141,17
2021-07,Prospekt Vernadskogo,ZAO,24,57
2021-07,Sviblovo,SVAO,197,19
2021-07,Brateyevo,YuAO,177,44
2021-07,Tsaritsyno,YuAO,88,16
2021-07,Ramenki,ZAO,159,33
2021-07,Rostokino,SVAO,136,14
2021-07,Danilovsky,YuAO,144,95
2021-07,Orekhovo-Borisovo Yuzhnoye,YuAO,139,65
2021-07,Solntsevo,ZAO,95,20
2021-07,Otradnoye,SVAO,20,49
2021-07,Vostochnoye Izmaylovo,VAO,114,31
2021-07,Moskvorechye-Saburovo,YuAO,192,70
2021-07,Cheryomushki,YuZAO,129,41
2021-07,Golyanovo,VAO,86,41
2021-07,Marfino,SVAO,27,116
2021-07,Novokosino,VAO,183,46
2021-07,Konkovo,YuZAO,84,97
2021-07,Perovo,VAO,199,16
2021-07,Yuzhnoye Butovo,YuZAO,158,36
2021-07,Vostochny,VAO,98,40
2021-07,Zyuzino,YuZAO,74,46
2021-07,Yasenevo,YuZAO,43,54
2021-07,Preobrazhenskoye,VAO,53,68
2021-07,Nagatinsky Zaton,YuAO,65,119
2021-07,Vnukovo,ZAO,197,53
2021-07,Gagarinsky,YuZAO,163,56
2021-07,Veshnyaki,VAO,147,32
2021-07,Severnoye Izmaylovo,VAO,72,77
2021-07,Dorogomilovo,ZAO,100,87
2021-07,Filyovsky Park,ZAO,138,20
2021-07,Akademichesky,YuZAO,33,45
2021-07,Bogorodskoye,VAO,89,45
2021-07,Nagorny,YuAO,59,91
2021-07,Zyablikovo,YuAO,97,82
2021-07,Sokolinaya Gora,VAO,148,34
2021-07,Kuntsevo,ZAO,188,24
2021-07,Mosrentgen,NAO,45,109
2021-07,Dmitrovsky,SAO,88,108
2021-07,Filimonkovskoye,NAO,32,13
2021-07,Butyrsky,SVAO,40,117
2021-07,Levoberezhny,SAO,120,100
2021-07,Kurkino,SZAO,128,25
2021-07,Moskovsky,NAO,86,47
2021-07,Golovinsky,SAO,130,86
2021-07,Ryazanovskoye,NAO,196,13
2021-07,Kokoshkino,NAO,161,72
2021-07,Yuzhnoye Tushino,SZAO,128,99
2021-07,Savyolovsky,SAO,71,52
2021-07,Krasnopakhorskoye,TAO,185,50
2021-07,Alekseevsky,SVAO,153,18
2021-07,Zamoskvorechye,CAO,119,78
2021-07,Rogovskoye,TAO,193,58
2021-07,Shchapovskoye,TAO,113,23
2021-07,Tagansky,CAO,27,18
2021-07,Beskudnikovsky,SAO,86,94
2021-07,Pokrovskoye-Streshnevo,SZAO,177,76
2021-07,Lianozovo,SVAO,117,23
2021-07,Khoroshyovsky,SAO,93,24
2021-07,Shchukino,SZAO,186,63
2021-07,Mikhaylovo-Yartsevskoye,TAO,174,85
2021-07,Yakimanka,CAO,130,42
2021-07,Khovrino,SAO,186,22
2021-07,Severnoye Tushino,SZAO,91,12
2021-07,Zapadnoye Degunino,SAO,173,106
2021-07,Molzhaninovsky,SAO,178,83
2021-07,Koptevo,SAO,161,73
2021-07,Voskresenskoye,NAO,179,11
2021-07,Marushkinskoye,NAO,62,97
2021-07,Bibirevo,SVAO,136,87
2021-07,Novofyodorovskoye,TAO,135,38
2021-07,Shcherbinka,NAO,89,70
2021-07,Begovoy,SAO,124,90
2021-07,Sokol,SAO,138,49
2021-07,Timiryazevsky,SAO,167,60
2021-07,Presnensky,CAO,96,51
2021-07,Altufyevsky,SVAO,42,16
2021-07,Sosenskoye,NAO,141,43
2021-07,Troitsk,TAO,124,119
2021-07,Aeroport,SAO,133,40
2021-07,Pervomayskoye,TAO,120,47
2021-07,Khamovniki,CAO,81,36
2021-07,Tverskoy,CAO,110,37
2021-07,Strogino,SZAO,191,19
2021-07,Khoroshyovo-Mnyovniki,SZAO,124,23
2021-07,Voykovsky,SAO,108,46
2021-07,Babushkinsky,SVAO,32,35
2021-07,Arbat,CAO,136,115
2021-07,Losinoostrovsky,SVAO,26,104
2021-07,Meshchansky,CAO,103,107
2021-07,Basmanny,CAO,156,68
2021-07,Mitino,SZAO,106,111
2021-07,Klyonovskoye,TAO,60,116
2021-07,Krasnoselsky,CAO,73,109
2021-07,Desyonovskoye,NAO,113,92
2021-07,Voronovskoye,TAO,73,60
2021-07,Vnukovskoye,NAO,84,48
2021-07,Zelenograd,ZelAO,176,107
2021-07,Kievsky,TAO,22,115
2021-08,Zyablikovo,YuAO,128,53
2021-08,Chertanovo Severnoye,YuAO,53,18
2021-08,Yuzhnoye Tushino,SZAO,133,37
2021-08,Novo-Peredelkino,ZAO,160,97
2021-08,Lomonosovsky,YuZAO,127,104
2021-08,Zapadnoye Degunino,SAO,102,51
2021-08,Yuzhnoye Butovo,YuZAO,104,87
2021-08,Basmanny,CAO,119,98
2021-08,Rogovskoye,TAO,44,75
2021-08,Nagorny,YuAO,130,44
2021-08,Yaroslavsky,SVAO,71,36
2021-08,Timiryazevsky,SAO,196,82
2021-08,Sosenskoye,NAO,113,117
2021-08,Perovo,VAO,164,30
2021-08,Begovoy,SAO,24,49
2021-08,Zelenograd,ZelAO,105,102
2021-08,Filyovsky Park,ZAO,88,99
2021-08,Voykovsky,SAO,163,78
2021-08,Tagansky,CAO,186,27
2021-08,Ivanovskoye,VAO,89,89
2021-08,Yakimanka,CAO,87,79
2021-08,Mozhaysky,ZAO,181,18
2021-08,Butyrsky,SVAO,100,55
2021-08,Krasnopakhorskoye,TAO,170,52
2021-08,Biryulyovo Zapadnoye,YuAO,112,61
2021-08,Konkovo,YuZAO,119,88
2021-08,Mikhaylovo-Yartsevskoye,TAO,58,34
2021-08,Pokrovskoye-Streshnevo,SZAO,72,58
2021-08,Yuzhnoye Medvedkovo,SVAO,131,11
2021-08,Khovrino,SAO,80,117
2021-08,Ostankinsky,SVAO,63,67
2021-08,Kievsky,TAO,21,109
